"doc_id"	"paragraph_id"	"sentence_id"	"sentence"	"token_id"	"token"	"lemma"	"upos"	"xpos"	"feats"	"head_token_id"	"dep_rel"	"deps"	"misc"
"907"	"doc1"	1	57	"Клипер - трехмачтовое судно, отличающееся быстрым ходом."	"9"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"908"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"1"	"Кнехт"	"Кнехта"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"909"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"910"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"3"	"металлическая"	"металлический"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"911"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"4"	"тумба"	"тумба"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"912"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"5"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"913"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"6"	"укрепленная"	"укрепить"	"VERB"	NA	"Aspect=Perf|Case=Nom|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass"	NA	NA	NA	NA
"914"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"7"	"на"	"на"	"ADP"	NA	NA	NA	NA	NA	NA
"915"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"8"	"палубе"	"палуба"	"NOUN"	NA	"Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"916"	"doc1"	1	58	"Кнехт - металлическая тумба, укрепленная на палубе."	"9"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	NA
"917"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"1"	"Кнехт"	"Кнехта"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"918"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"2"	"служит"	"служить"	"VERB"	NA	"Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act"	NA	NA	NA	NA
"919"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"3"	"для"	"для"	"ADP"	NA	NA	NA	NA	NA	NA
"920"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"4"	"крепления"	"крепление"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"921"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"5"	"концов"	"конец"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur"	NA	NA	NA	NA
"922"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"6"	"снастей"	"снасть"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"923"	"doc1"	1	59	"Кнехт служит для крепления концов снастей."	"7"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"924"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"1"	"Комендор"	"Комендор"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"925"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"926"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"3"	"матрос"	"матрос"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"927"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"4"	"или"	"или"	"CCONJ"	NA	NA	NA	NA	NA	NA
"928"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"5"	"унтер"	"унтер"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"929"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"6"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"930"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"7"	"офицер"	"офицер"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"931"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"8"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"932"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"9"	"обслуживающий"	"обслуживать"	"VERB"	NA	"Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"933"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"10"	"орудие"	"орудие"	"NOUN"	NA	"Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"934"	"doc1"	1	60	"Комендор - матрос или унтер-офицер, обслуживающий орудие."	"11"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"935"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"1"	"Контр"	"Контр"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"936"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"937"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"3"	"адмирал"	"адмирал"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"938"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"4"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"939"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"5"	"первый"	"первый"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"940"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"6"	"адмиральский"	"адмиральский"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"941"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"7"	"чин"	"чин"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"942"	"doc1"	1	61	"Контр-адмирал - первый адмиральский чин."	"8"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"943"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"1"	"Корвет"	"Корвет"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"944"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"945"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"3"	"трехмачтовое"	"трехмачтовой"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"946"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"4"	"военное"	"военный"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"947"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"5"	"судно"	"судно"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"948"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"6"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"949"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"7"	"открытой"	"открытый"	"ADJ"	NA	"Case=Ins|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"950"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"8"	"батареей"	"батарея"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"951"	"doc1"	1	62	"Корвет - трехмачтовое военное судно с открытой батареей."	"9"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"952"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"1"	"Крейсер"	"крейсер"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"953"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"954"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"3"	"военное"	"военный"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"955"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"4"	"судно"	"судно"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"956"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"5"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"957"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"6"	"несущее"	"нести"	"VERB"	NA	"Aspect=Imp|Case=Nom|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"958"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"7"	"разведочную"	"разведочный"	"ADJ"	NA	"Case=Acc|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"959"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"8"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"960"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"9"	"охранную"	"охранный"	"ADJ"	NA	"Case=Acc|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"961"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"10"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"962"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"11"	"дозорную"	"дозорный"	"ADJ"	NA	"Case=Acc|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"963"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"12"	"службу"	"служба"	"NOUN"	NA	"Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"964"	"doc1"	1	63	"Крейсер - военное судно, несущее разведочную, охранную и дозорную службу."	"13"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"965"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"1"	"Крейсерство"	"Крейсерство"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"966"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"967"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"3"	"плавание"	"плавание"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"968"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"4"	"корабля"	"корабль"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"969"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"5"	"или"	"или"	"CCONJ"	NA	NA	NA	NA	NA	NA
"970"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"6"	"целой"	"целый"	"ADJ"	NA	"Case=Gen|Degree=Pos|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"971"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"7"	"эскадры"	"эскадр"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"972"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"8"	"в"	"в"	"ADP"	NA	NA	NA	NA	NA	NA
"973"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"9"	"каком-нибудь"	"какой-нибудь"	"DET"	NA	"Case=Loc|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"974"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"10"	"районе"	"район"	"NOUN"	NA	"Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"975"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"11"	"с"	"с"	"ADP"	NA	NA	NA	NA	NA	NA
"976"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"12"	"определенным"	"определенный"	"ADJ"	NA	"Case=Ins|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"977"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"13"	"заданием"	"задание"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"978"	"doc1"	1	64	"Крейсерство - плавание корабля или целой эскадры в каком-нибудь районе с определенным заданием."	"14"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"979"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"1"	"Крюйс"	"Крюйс"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"980"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"981"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"3"	"слово"	"слово"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"982"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"4"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"983"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"5"	"прибавляемое"	"прибавлять"	"VERB"	NA	"Aspect=Imp|Case=Nom|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Pass"	NA	NA	NA	NA
"984"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"6"	"к"	"к"	"ADP"	NA	NA	NA	NA	NA	NA
"985"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"7"	"названию"	"название"	"NOUN"	NA	"Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"986"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"8"	"снастей"	"снасть"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"987"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"9"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"988"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"10"	"парусов"	"парус"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur"	NA	NA	NA	NA
"989"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"11"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"990"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"12"	"рангоута"	"рангоут"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"991"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"13"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"992"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"14"	"принадлежащих"	"принадлежать"	"VERB"	NA	"Aspect=Imp|Case=Gen|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act"	NA	NA	NA	NA
"993"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"15"	"бизань"	"бизань"	"NOUN"	NA	"Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"994"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"16"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"995"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"17"	"мачте"	"мачта"	"NOUN"	NA	"Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"996"	"doc1"	1	65	"Крюйс - слово, прибавляемое к названию снастей, парусов и рангоута, принадлежащих бизань-мачте."	"18"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"997"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"1"	"Кубрик"	"Кубрика"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"998"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"2"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"999"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"3"	"внутреннее"	"внутренний"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"1000"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"4"	"жилое"	"жилой"	"ADJ"	NA	"Case=Nom|Degree=Pos|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"1001"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"5"	"помещение"	"помещение"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"1002"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"6"	","	","	"PUNCT"	NA	NA	NA	NA	NA	NA
"1003"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"7"	"в"	"в"	"ADP"	NA	NA	NA	NA	NA	NA
"1004"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"8"	"котором"	"который"	"PRON"	NA	"Case=Loc"	NA	NA	NA	NA
"1005"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"9"	"располагаются"	"располагаться"	"VERB"	NA	"Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid"	NA	NA	NA	NA
"1006"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"10"	"матросы"	"матрос"	"NOUN"	NA	"Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur"	NA	NA	NA	"SpaceAfter=No"
"1007"	"doc1"	1	66	"Кубрик - внутреннее жилое помещение, в котором располагаются матросы."	"11"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	"SpacesAfter=\n"
"1008"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"1"	"Л"	"литр"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	"SpacesAfter=\n"
"1009"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"2"	"Лаг"	"лаг"	"PROPN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"1010"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"3"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"1011"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"4"	"1"	"1"	"NUM"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"1012"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"5"	")"	")"	"PUNCT"	NA	NA	NA	NA	NA	NA
"1013"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"6"	"прибор"	"прибор"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"1014"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"7"	"для"	"для"	"ADP"	NA	NA	NA	NA	NA	NA
"1015"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"8"	"определения"	"определение"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"1016"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"9"	"скорости"	"скорость"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing"	NA	NA	NA	NA
"1017"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"10"	"хода"	"ход"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"1018"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"11"	"судна"	"судно"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing"	NA	NA	NA	NA
"1019"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"12"	"и"	"и"	"CCONJ"	NA	NA	NA	NA	NA	NA
"1020"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"13"	"пройденного"	"пройти"	"VERB"	NA	"Aspect=Perf|Case=Gen|Gender=Neut|Number=Sing|Tense=Past|VerbForm=Part|Voice=Pass"	NA	NA	NA	NA
"1021"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"14"	"расстояния"	"расстояние"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"1022"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"15"	";"	";"	"PUNCT"	NA	NA	NA	NA	NA	NA
"1023"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"16"	"2"	"2"	"NUM"	NA	NA	NA	NA	NA	"SpaceAfter=No"
"1024"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"17"	")"	")"	"PUNCT"	NA	NA	NA	NA	NA	NA
"1025"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"18"	"борт"	"борт"	"NOUN"	NA	"Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"1026"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"19"	"корабля"	"корабль"	"NOUN"	NA	"Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing"	NA	NA	NA	"SpaceAfter=No"
"1027"	"doc1"	1	67	"Л Лаг - 1) прибор для определения скорости хода судна и пройденного расстояния; 2) борт корабля."	"20"	"."	"."	"PUNCT"	NA	NA	NA	NA	NA	NA
"1028"	"doc1"	1	68	"Стать лагом - значит стать бортом к волне."	"1"	"Стать"	"стать"	"VERB"	NA	"Aspect=Perf|VerbForm=Inf|Voice=Mid"	NA	NA	NA	NA
"1029"	"doc1"	1	68	"Стать лагом - значит стать бортом к волне."	"2"	"лагом"	"лаг"	"NOUN"	NA	"Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing"	NA	NA	NA	NA
"1030"	"doc1"	1	68	"Стать лагом - значит стать бортом к волне."	"3"	"-"	"-"	"PUNCT"	NA	NA	NA	NA	NA	NA
"1031"	"doc1"	1	68	"Стать лагом - значит стать бортом к волне."	"4"	"значит"	"значить"	"VERB"	NA	"Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act"	NA	NA	NA	NA
"1032"	"doc1"	1	68	"Стать лагом - значит стать бортом к волне."	"5"	"стать"	"стать"	"VERB"	NA	"Aspect=Perf|VerbForm=Inf|Voice=Mid"	NA	NA	NA	NA
"1033"	"doc1"	1	68	"Стать лагом - значит стать бортом к волне."	"6"	"бортом"	"борт"	"NOUN"	NA	"Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing"	NA	NA	NA	NA
